sentence,word,string,num_tokens_total,num_tokens_target,num_tokens_disambiguating,mpath,language,multilingual,n_params
He tapped the keg.,tap,tapped,6,1,2,distilbert/distilbert-base-uncased,english,No,66362880
He tapped the beer.,tap,tapped,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He tapped the stick.,tap,tapped,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He used the scotch tape.,tape,tape,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He used the double-sided tape.,tape,tape,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
He used the interview tape.,tape,tape,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a winter term.,term,term,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a fall term.,term,term,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a legal term.,term,term,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a clock tick.,tick,tick,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an audible tick.,tick,tick,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a parasitic tick.,tick,tick,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a generous tip.,tip,tip,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a stingy tip.,tip,tip,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was a pencil tip.,tip,tip,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She liked the essay title.,title,title,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She liked the poem title.,title,title,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She liked the academic title.,title,title,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They toasted the bread.,toast,toasted,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
They toasted the strudel.,toast,toasted,8,2,3,distilbert/distilbert-base-uncased,english,No,66362880
They toasted the host.,toast,toasted,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a costly toll.,toll,toll,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a road toll.,toll,toll,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a loud toll.,toll,toll,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She saw the train tracks.,track,tracks,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She saw the trolley tracks.,track,tracks,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She saw the moose tracks.,track,tracks,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was five yards.,yard,yards,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was ten yards.,yard,yards,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They were big yards.,yard,yards,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a comedic act.,act,act,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a pending appeal.,appeal,appeal,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a polluted atmosphere.,atmosphere,atmosphere,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
He bailed out the liquid.,bail,bailed,7,2,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a country band.,band,band,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He banked the cash.,bank,banked,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
There was a religious barrier.,barrier,barrier,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw a baseball bat.,bat,bat,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the balance beam.,beam,beam,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a writer's block.,block,block,8,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He has royal blood.,blood,blood,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was the school board.,board,board,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a leather-bound book.,book,book,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
He broke the promise.,break,broke,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They ate a lonely breakfast.,breakfast,breakfast,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They called the debt.,call,called,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was an island cape.,cape,cape,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a criminal case.,case,case,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She cast a stone.,cast,cast,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a primary cause.,cause,cause,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a jail cell.,cell,cell,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a good-luck charm.,charm,charm,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
He checked the facts.,check,checked,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the pet chicken.,chicken,chicken,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a stimulating class.,class,class,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He cleared the road.,clear,cleared,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a metal clip.,clip,clip,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
The sink clogged.,clog,clogged,6,3,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a common cold.,cold,cold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a marble column.,column,column,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the polite company.,company,company,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a traffic cone.,cone,cone,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He made a well-written contribution.,contribution,contribution,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
That was the correct count.,count,count,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a collision course.,course,course,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He crossed a friend.,cross,crossed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a historical date.,date,date,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was about college degrees.,degree,degrees,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the architectural design.,design,design,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the anniversary dinner.,dinner,dinner,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They drained the pond.,drain,drained,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They drew a picture.,draw,drew,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a career dream.,dream,dream,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a battery-powered drill.,drill,drill,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a physical examination.,examination,examination,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had an enthusiastic fan.,fan,fan,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had a steel file.,file,file,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a plastic film.,film,film,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They fixed the price.,fix,fixed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a concrete foundation.,foundation,foundation,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a business function.,function,function,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was on the parade ground.,ground,ground,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the national guard.,guard,guard,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had a friendly guide.,guide,guide,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They hailed a guest.,hail,hailed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a nursing home.,home,home,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They had military intelligence.,intelligence,intelligence,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a special issue.,issue,issue,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a paper jam.,jam,jam,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a backspace key.,key,key,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
They liked the friendly lamb.,lamb,lamb,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She lapped the competitors.,lap,lapped,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
She loaded the van.,load,loaded,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She had door locks.,lock,locks,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They liked the women's lunch.,lunch,lunch,8,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the stock market.,market,market,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a tennis match.,match,match,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was veterinary medicine.,medicine,medicine,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
There was a clear message.,message,message,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a clay mold.,mold,mold,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She saw the fast mole.,mole,mole,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked the civil-rights movement.,movement,movement,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a shredded newspaper.,newspaper,newspaper,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a reddish orange.,orange,orange,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the ripped page.,page,page,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a tree palm.,palm,palm,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a consumer panel.,panel,panel,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a biblical passage.,passage,passage,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She penned her thoughts.,pen,penned,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a secure perch.,perch,perch,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He picked his nose.,pick,picked,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the plastic pitcher.,pitcher,pitcher,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She poached the vegetables.,poach,poached,7,3,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a sweet port.,port,port,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He was in a yoga position.,position,position,7,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a challenging post.,post,post,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He had the quickest punch.,punch,punch,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
She had a cloudy pupil.,pupil,pupil,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He pushed the desk.,push,pushed,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
That was a tennis racket.,racket,racket,7,2,1,distilbert/distilbert-base-uncased,english,No,66362880
He liked granite rock.,rock,rock,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She ran the company.,run,ran,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He saw the bushy sage.,sage,sage,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was a major scale.,scale,scale,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a panoramic scene.,scene,scene,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
It was a trained seal.,seal,seal,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She served a warrant.,serve,served,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
The cricket sang.,sing,sang,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He spilled the secret.,spill,spilled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He staked his claim.,stake,staked,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
They stalled the pig.,stall,stalled,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They stayed overnight.,stay,stayed,4,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He tapped the drums.,tap,tapped,5,1,1,distilbert/distilbert-base-uncased,english,No,66362880
He used the video tape.,tape,tape,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a technical term.,term,term,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a diseased tick.,tick,tick,7,1,2,distilbert/distilbert-base-uncased,english,No,66362880
It was a finger tip.,tip,tip,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She liked the professional title.,title,title,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
They toasted the bride.,toast,toasted,6,2,1,distilbert/distilbert-base-uncased,english,No,66362880
It was a bell toll.,toll,toll,6,1,1,distilbert/distilbert-base-uncased,english,No,66362880
She saw the snowshoe tracks.,track,tracks,8,1,3,distilbert/distilbert-base-uncased,english,No,66362880
They were cluttered yards.,yard,yards,6,1,2,distilbert/distilbert-base-uncased,english,No,66362880
