word,sentence1,sentence2,Class,string,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,mean_relatedness,median_relatedness,diff,count,sd_relatedness,se_relatedness,v1,v2,dominance_sentence2,sd_dominance_sentence2
check,He checked the alibi.,He checked the facts.,V,checked,TRUE,Polysemy,alibi,facts,M2_a_M2_b,3.6,4,0.4,5,0.8944271909999999,0.4,M2_a,M2_b,,
chicken,They liked the juicy chicken.,They liked the clucking chicken.,N,chicken,FALSE,Polysemy,juicy,clucking,M1_a_M2_a,3,3,0,20,0.858395075,0.191942974,M1_a,M2_a,-1.076923077,0.8909804452658621
chicken,They liked the juicy chicken.,They liked the pet chicken.,N,chicken,FALSE,Polysemy,juicy,pet,M1_a_M2_b,2.888888889,3,0.111111111,9,1.452966315,0.484322105,M1_a,M2_b,-0.733333333,1.624221425
chicken,They liked the roasted chicken.,They liked the clucking chicken.,N,chicken,FALSE,Polysemy,roasted,clucking,M1_b_M2_a,3.5555555560000003,4,0.444444444,9,0.5270462770000001,0.1756820919999999,M1_b,M2_a,-1.173913043,1.336623083
chicken,They liked the roasted chicken.,They liked the pet chicken.,N,chicken,FALSE,Polysemy,roasted,pet,M1_b_M2_b,3.571428571,4,0.428571429,7,0.534522484,0.202030509,M1_b,M2_b,-1.071428571,0.997248963
chicken,They liked the juicy chicken.,They liked the roasted chicken.,N,chicken,TRUE,Polysemy,juicy,roasted,M1_a_M1_b,4,4,0,16,0,0,M1_a,M1_b,,
chicken,They liked the clucking chicken.,They liked the pet chicken.,N,chicken,TRUE,Polysemy,clucking,pet,M2_a_M2_b,3.5625,4,0.4375,16,1.093541647,0.273385412,M2_a,M2_b,,
class,It was a perceptive class.,It was a boring class.,N,class,FALSE,Polysemy,perceptive,boring,M1_a_M2_a,3.545454545,4,0.454545455,11,0.8201995320000001,0.247299464,M1_a,M2_a,1.3,1.218281793
class,It was a perceptive class.,It was a stimulating class.,N,class,FALSE,Polysemy,perceptive,stimulating,M1_a_M2_b,3.583333333,4,0.416666667,12,0.900336637,0.2599048,M1_a,M2_b,1,1.133893419
class,It was a misbehaving class.,It was a boring class.,N,class,FALSE,Polysemy,misbehaving,boring,M1_b_M2_a,2.9375,3,0.0625,16,1.062622542,0.265655635,M1_b,M2_a,1.2,1.08012345
class,It was a misbehaving class.,It was a stimulating class.,N,class,FALSE,Polysemy,misbehaving,stimulating,M1_b_M2_b,2.8,3,0.2,15,1.373213125,0.354562104,M1_b,M2_b,0.333333333,1.4142135623731005
class,It was a perceptive class.,It was a misbehaving class.,N,class,TRUE,Polysemy,perceptive,misbehaving,M1_a_M1_b,2.545454545,3,0.454545455,11,1.5075567230000002,0.454545455,M1_a,M1_b,,
class,It was a boring class.,It was a stimulating class.,N,class,TRUE,Polysemy,boring,stimulating,M2_a_M2_b,3.833333333,4,0.166666667,12,0.577350269,0.166666667,M2_a,M2_b,,
clear,He cleared the desk.,He cleared the path.,V,cleared,FALSE,Polysemy,desk,path,M1_a_M2_a,3.333333333,4,0.666666667,6,1.211060142,0.494413232,M1_a,M2_a,-0.222222222,1.555088632
clear,He cleared the desk.,He cleared the road.,V,cleared,FALSE,Polysemy,desk,road,M1_a_M2_b,2.833333333,2.5,0.333333333,12,0.937436867,0.270614714,M1_a,M2_b,-0.47826087,1.47307857
clear,He cleared the shelf.,He cleared the path.,V,cleared,FALSE,Polysemy,shelf,path,M1_b_M2_a,3.4666666669999997,4,0.533333333,15,0.8338093879999999,0.215288658,M1_b,M2_a,0.333333333,1.283377896
clear,He cleared the shelf.,He cleared the road.,V,cleared,FALSE,Polysemy,shelf,road,M1_b_M2_b,2.9090909089999997,2,0.909090909,11,1.044465936,0.314918329,M1_b,M2_b,-0.894736842,1.242521488
clear,He cleared the desk.,He cleared the shelf.,V,cleared,TRUE,Polysemy,desk,shelf,M1_a_M1_b,3.956521739,4,0.043478261,23,0.2085144139999999,0.043478261,M1_a,M1_b,,
clear,He cleared the path.,He cleared the road.,V,cleared,TRUE,Polysemy,path,road,M2_a_M2_b,3.9,4,0.1,10,0.316227766,0.1,M2_a,M2_b,,
clip,It was a film clip.,It was a hair clip.,N,clip,FALSE,Homonymy,film,hair,M1_a_M2_a,0.7,0,0.7,20,1.080935268,0.2417044739999999,M1_a,M2_a,0.5,1.33630621
clip,It was a film clip.,It was a metal clip.,N,clip,FALSE,Homonymy,film,metal,M1_a_M2_b,0.5555555560000001,0,0.5555555560000001,9,0.726483157,0.242161052,M1_a,M2_b,0.2,1.6091841672756202
clip,It was a video clip.,It was a hair clip.,N,clip,FALSE,Homonymy,video,hair,M1_b_M2_a,0.4,0,0.4,15,0.632455532,0.163299316,M1_b,M2_a,0.052631579,1.649029486
clip,It was a video clip.,It was a metal clip.,N,clip,FALSE,Homonymy,video,metal,M1_b_M2_b,0.222222222,0,0.222222222,9,0.666666667,0.222222222,M1_b,M2_b,-0.823529412,1.286239389
clip,It was a film clip.,It was a video clip.,N,clip,TRUE,Homonymy,film,video,M1_a_M1_b,4,4,0,10,0,0,M1_a,M1_b,,
clip,It was a hair clip.,It was a metal clip.,N,clip,TRUE,Homonymy,hair,metal,M2_a_M2_b,2.714285714,3,0.285714286,14,1.204387583,0.321886121,M2_a,M2_b,,
clog,The dancer clogged.,The pipe clogged.,V,clogged,FALSE,Polysemy,dancer,pipe,M1_a_M2_a,0.3,0,0.3,10,0.483045892,0.152752523,M1_a,M2_a,1.7142857142857095,0.468807231
clog,The dancer clogged.,The sink clogged.,V,clogged,FALSE,Polysemy,dancer,sink,M1_a_M2_b,0.142857143,0,0.142857143,7,0.3779644729999999,0.142857143,M1_a,M2_b,1.384615385,1.32529629
clog,The choreographer clogged.,The pipe clogged.,V,clogged,FALSE,Polysemy,choreographer,pipe,M1_b_M2_a,0.285714286,0,0.285714286,14,0.468807231,0.125294003,M1_b,M2_a,1.56,1.003327796
clog,The choreographer clogged.,The sink clogged.,V,clogged,FALSE,Polysemy,choreographer,sink,M1_b_M2_b,0.461538462,0,0.461538462,13,0.5188745220000001,0.143909899,M1_b,M2_b,1.461538462,0.989172148
clog,The dancer clogged.,The choreographer clogged.,V,clogged,TRUE,Polysemy,dancer,choreographer,M1_a_M1_b,3.368421053,4,0.6315789470000001,19,1.164785451,0.267220109,M1_a,M1_b,,
clog,The pipe clogged.,The sink clogged.,V,clogged,TRUE,Polysemy,pipe,sink,M2_a_M2_b,4,4,0,14,0,0,M2_a,M2_b,,
cold,It was an icy cold.,It was a chest cold.,N,cold,FALSE,Polysemy,icy,chest,M1_a_M2_a,1.294117647,1,0.294117647,17,1.104802351,0.267953929,M1_a,M2_a,-1.047619048,1.2440333788203002
cold,It was an icy cold.,It was a common cold.,N,cold,FALSE,Polysemy,icy,common,M1_a_M2_b,0.875,1,0.125,8,0.83452296,0.295048422,M1_a,M2_b,-0.333333333,1.632993162
cold,It was a freezing cold.,It was a chest cold.,N,cold,FALSE,Polysemy,freezing,chest,M1_b_M2_a,1.230769231,1,0.230769231,13,0.8320502940000001,0.230769231,M1_b,M2_a,-1.421052632,0.96123702
cold,It was a freezing cold.,It was a common cold.,N,cold,FALSE,Polysemy,freezing,common,M1_b_M2_b,0.818181818,0,0.818181818,11,1.250454463,0.377026206,M1_b,M2_b,-1.130434783,1.217461884
cold,It was an icy cold.,It was a freezing cold.,N,cold,TRUE,Polysemy,icy,freezing,M1_a_M1_b,3.842105263,4,0.1578947369999999,19,0.374634325,0.085947009,M1_a,M1_b,,
cold,It was a chest cold.,It was a common cold.,N,cold,TRUE,Polysemy,chest,common,M2_a_M2_b,3.4444444439999997,4,0.5555555560000001,9,1.333333333,0.444444444,M2_a,M2_b,,
column,It was a gossip column.,It was a concrete column.,N,column,FALSE,Polysemy,gossip,concrete,M1_a_M2_a,0.125,0,0.125,8,0.353553391,0.125,M1_a,M2_a,1.066666667,1.162919151
column,It was a gossip column.,It was a marble column.,N,column,FALSE,Polysemy,gossip,marble,M1_a_M2_b,0.411764706,0,0.411764706,17,0.6183469420000001,0.149971162,M1_a,M2_b,0.578947368,1.426565007
column,It was a sports column.,It was a concrete column.,N,column,FALSE,Polysemy,sports,concrete,M1_b_M2_a,0.111111111,0,0.111111111,9,0.333333333,0.111111111,M1_b,M2_a,0.111111111,1.450715397
column,It was a sports column.,It was a marble column.,N,column,FALSE,Polysemy,sports,marble,M1_b_M2_b,0.5555555560000001,0,0.5555555560000001,18,0.855585264,0.201663381,M1_b,M2_b,0.115384615,1.4512594
column,It was a gossip column.,It was a sports column.,N,column,TRUE,Polysemy,gossip,sports,M1_a_M1_b,3.928571429,4,0.071428571,14,0.267261242,0.071428571,M1_a,M1_b,,
column,It was a concrete column.,It was a marble column.,N,column,TRUE,Polysemy,concrete,marble,M2_a_M2_b,3.727272727,4,0.272727273,11,0.467099366,0.140835758,M2_a,M2_b,,
company,He liked the investment company.,He liked the pleasant company.,N,company,FALSE,Polysemy,investment,pleasant,M1_a_M2_a,1,1,0,8,0.9258201,0.327326835,M1_a,M2_a,-0.375,1.438976085
company,He liked the investment company.,He liked the polite company.,N,company,FALSE,Polysemy,investment,polite,M1_a_M2_b,0.7333333329999999,1,0.2666666669999999,15,0.798808637,0.206251503,M1_a,M2_b,-1.25,0.774596669
company,He liked the pharmaceutical company.,He liked the pleasant company.,N,company,FALSE,Polysemy,pharmaceutical,pleasant,M1_b_M2_a,0.615384615,0,0.615384615,13,1.043907845,0.289527943,M1_b,M2_a,-0.470588235,1.462773353
company,He liked the pharmaceutical company.,He liked the polite company.,N,company,FALSE,Polysemy,pharmaceutical,polite,M1_b_M2_b,0.3125,0,0.3125,16,0.602079729,0.150519932,M1_b,M2_b,-0.666666667,1.494434118
company,He liked the investment company.,He liked the pharmaceutical company.,N,company,TRUE,Polysemy,investment,pharmaceutical,M1_a_M1_b,3.5,4,0.5,8,0.7559289459999999,0.267261242,M1_a,M1_b,,
company,He liked the pleasant company.,He liked the polite company.,N,company,TRUE,Polysemy,pleasant,polite,M2_a_M2_b,3.764705882,4,0.235294118,17,0.9701425,0.235294118,M2_a,M2_b,,
cone,It was a waffle cone.,It was an orange cone.,N,cone,FALSE,Polysemy,waffle,orange,M1_a_M2_a,1.785714286,2,0.214285714,14,1.311403912,0.350487438,M1_a,M2_a,-0.333333333,1.4411533842457802
cone,It was a waffle cone.,It was a traffic cone.,N,cone,FALSE,Polysemy,waffle,traffic,M1_a_M2_b,1.133333333,0,1.133333333,15,1.35576371,0.350056685,M1_a,M2_b,0,1.632993162
cone,It was a sugar cone.,It was an orange cone.,N,cone,FALSE,Polysemy,sugar,orange,M1_b_M2_a,1.466666667,0,1.466666667,15,1.807392228,0.466666667,M1_b,M2_a,-0.352941176,1.3666188418222298
cone,It was a sugar cone.,It was a traffic cone.,N,cone,FALSE,Polysemy,sugar,traffic,M1_b_M2_b,1.666666667,2,0.333333333,9,0.7071067809999999,0.23570226,M1_b,M2_b,0.3888888888888889,1.3345582608616202
cone,It was a waffle cone.,It was a sugar cone.,N,cone,TRUE,Polysemy,waffle,sugar,M1_a_M1_b,4,4,0,7,0,0,M1_a,M1_b,,
cone,It was an orange cone.,It was a traffic cone.,N,cone,TRUE,Polysemy,orange,traffic,M2_a_M2_b,3.647058824,4,0.352941176,17,0.606339063,0.147058824,M2_a,M2_b,,
contribution,He made a charitable contribution.,He made a scholarly contribution.,N,contribution,FALSE,Polysemy,charitable,scholarly,M1_a_M2_a,3.375,4,0.625,8,1.060660172,0.375,M1_a,M2_a,-0.55,1.468081455
contribution,He made a charitable contribution.,He made a well-written contribution.,N,contribution,FALSE,Polysemy,charitable,well-written,M1_a_M2_b,1.9375,2,0.0625,16,1.340087062,0.335021765,M1_a,M2_b,-0.269230769,1.429900481
contribution,He made a voluntary contribution.,He made a scholarly contribution.,N,contribution,FALSE,Polysemy,voluntary,scholarly,M1_b_M2_a,3.411764706,4,0.588235294,17,0.7952062259999999,0.1928658389999999,M1_b,M2_a,-0.5,1.42457424
contribution,He made a voluntary contribution.,He made a well-written contribution.,N,contribution,FALSE,Polysemy,voluntary,well-written,M1_b_M2_b,2.857142857,3,0.142857143,7,0.899735411,0.34006802,M1_b,M2_b,-0.214285714,1.4769288
contribution,He made a charitable contribution.,He made a voluntary contribution.,N,contribution,TRUE,Polysemy,charitable,voluntary,M1_a_M1_b,3.875,4,0.125,16,0.341565026,0.085391256,M1_a,M1_b,,
contribution,He made a scholarly contribution.,He made a well-written contribution.,N,contribution,TRUE,Polysemy,scholarly,well-written,M2_a_M2_b,3.076923077,3,0.076923077,13,1.11516355,0.30929072,M2_a,M2_b,,
count,That was the noble count.,That was the final count.,N,count,FALSE,Homonymy,noble,final,M1_a_M2_a,0.142857143,0,0.142857143,7,0.3779644729999999,0.142857143,M1_a,M2_a,1.285714286,1.0490610566259202
count,That was the noble count.,That was the correct count.,N,count,FALSE,Homonymy,noble,correct,M1_a_M2_b,0.375,0,0.375,16,0.7187952879999999,0.1796988219999999,M1_a,M2_b,0.9,1.5525869752736798
count,That was the vengeful count.,That was the final count.,N,count,FALSE,Homonymy,vengeful,final,M1_b_M2_a,0.75,1,0.25,12,0.866025404,0.25,M1_b,M2_a,1.4375,0.81394103
count,That was the vengeful count.,That was the correct count.,N,count,FALSE,Homonymy,vengeful,correct,M1_b_M2_b,0.9375,1,0.0625,16,1.123610253,0.280902563,M1_b,M2_b,1.285714286,1.0690449676496998
count,That was the noble count.,That was the vengeful count.,N,count,TRUE,Homonymy,noble,vengeful,M1_a_M1_b,3,3.5,0.5,14,1.300887271,0.347676748,M1_a,M1_b,,
count,That was the final count.,That was the correct count.,N,count,TRUE,Homonymy,final,correct,M2_a_M2_b,3.416666667,4,0.583333333,12,0.792961461,0.228908257,M2_a,M2_b,,
course,It was an introductory course.,It was a charted course.,N,course,FALSE,Polysemy,introductory,charted,M1_a_M2_a,1.25,0.5,0.75,12,1.422226168,0.41056133,M1_a,M2_a,-0.916666667,1.443375673
course,It was an introductory course.,It was a collision course.,N,course,FALSE,Polysemy,introductory,collision,M1_a_M2_b,1.375,1,0.375,16,1.360147051,0.3400367629999999,M1_a,M2_b,-1,1.341640786
course,It was a pass-fail course.,It was a charted course.,N,course,FALSE,Polysemy,pass-fail,charted,M1_b_M2_a,0.7,0,0.7,20,0.864504726,0.193309133,M1_b,M2_a,-1.45,0.759154655
course,It was a pass-fail course.,It was a collision course.,N,course,FALSE,Polysemy,pass-fail,collision,M1_b_M2_b,1.111111111,0,1.111111111,9,1.536590743,0.512196914,M1_b,M2_b,-1.24,0.969535971
course,It was an introductory course.,It was a pass-fail course.,N,course,TRUE,Polysemy,introductory,pass-fail,M1_a_M1_b,3.909090909,4,0.090909091,11,0.301511345,0.090909091,M1_a,M1_b,,
course,It was a charted course.,It was a collision course.,N,course,TRUE,Polysemy,charted,collision,M2_a_M2_b,2.222222222,3,0.7777777779999999,9,1.56347192,0.5211573070000001,M2_a,M2_b,,
cross,He crossed a road.,He crossed an enemy.,V,crossed,FALSE,Polysemy,road,enemy,M1_a_M2_a,0.727272727,0,0.727272727,11,1.103712743,0.332781913,M1_a,M2_a,-1.5,1.100239208
cross,He crossed a road.,He crossed a friend.,V,crossed,FALSE,Polysemy,road,friend,M1_a_M2_b,0.375,0,0.375,16,0.5,0.125,M1_a,M2_b,-1.722222222,0.4608885989624771
cross,He crossed a room.,He crossed an enemy.,V,crossed,FALSE,Polysemy,room,enemy,M1_b_M2_a,0.882352941,0,0.882352941,17,1.053704948,0.255560988,M1_b,M2_a,-0.56,1.6093476939431102
cross,He crossed a room.,He crossed a friend.,V,crossed,FALSE,Polysemy,room,friend,M1_b_M2_b,0.642857143,0.5,0.142857143,14,0.744946344,0.199095285,M1_b,M2_b,-1.2,1.207121724
cross,He crossed a road.,He crossed a room.,V,crossed,TRUE,Polysemy,road,room,M1_a_M1_b,2.666666667,3,0.333333333,9,1.658312395,0.552770798,M1_a,M1_b,,
cross,He crossed an enemy.,He crossed a friend.,V,crossed,TRUE,Polysemy,enemy,friend,M2_a_M2_b,3,4,1,10,1.333333333,0.421637021,M2_a,M2_b,,
date,It was a dinner date.,It was an expiration date.,N,date,FALSE,Polysemy,dinner,expiration,M1_a_M2_a,1.25,1.5,0.25,8,1.164964745,0.411877236,M1_a,M2_a,0.222222222,1.437135859
date,It was a dinner date.,It was a historical date.,N,date,FALSE,Polysemy,dinner,historical,M1_a_M2_b,1.176470588,1,0.176470588,17,1.185078801,0.287423828,M1_a,M2_b,-0.55,1.468081455
date,It was a blind date.,It was an expiration date.,N,date,FALSE,Polysemy,blind,expiration,M1_b_M2_a,0.230769231,0,0.230769231,13,0.59914469,0.166172838,M1_b,M2_a,0.227272727,1.30682524
date,It was a blind date.,It was a historical date.,N,date,FALSE,Polysemy,blind,historical,M1_b_M2_b,0.75,0.5,0.25,8,0.88640526,0.313391585,M1_b,M2_b,0,1.680336101
date,It was a dinner date.,It was a blind date.,N,date,TRUE,Polysemy,dinner,blind,M1_a_M1_b,3.882352941,4,0.117647059,17,0.332105582,0.080547435,M1_a,M1_b,,
date,It was an expiration date.,It was a historical date.,N,date,TRUE,Polysemy,expiration,historical,M2_a_M2_b,2.928571429,3,0.071428571,14,1.268814451,0.339104926,M2_a,M2_b,,
degree,It was about forty degrees.,It was about associate degrees.,N,degrees,FALSE,Polysemy,forty,associate,M1_a_M2_a,0.071428571,0,0.071428571,14,0.267261242,0.071428571,M1_a,M2_a,-1,1.188177052
degree,It was about forty degrees.,It was about college degrees.,N,degrees,FALSE,Polysemy,forty,college,M1_a_M2_b,0.166666667,0,0.166666667,12,0.577350269,0.166666667,M1_a,M2_b,-1.25,1
degree,It was about fifty degrees.,It was about associate degrees.,N,degrees,FALSE,Polysemy,fifty,associate,M1_b_M2_a,0.076923077,0,0.076923077,13,0.277350098,0.076923077,M1_b,M2_a,-1.277777778,0.7519039015221178
degree,It was about fifty degrees.,It was about college degrees.,N,degrees,FALSE,Polysemy,fifty,college,M1_b_M2_b,0,0,0,10,0,0,M1_b,M2_b,-1.038461538,1.112861869
degree,It was about forty degrees.,It was about fifty degrees.,N,degrees,TRUE,Polysemy,forty,fifty,M1_a_M1_b,3.736842105,4,0.263157895,19,0.805681579,0.184836031,M1_a,M1_b,,
degree,It was about associate degrees.,It was about college degrees.,N,degrees,TRUE,Polysemy,associate,college,M2_a_M2_b,3.888888889,4,0.111111111,9,0.333333333,0.111111111,M2_a,M2_b,,
design,They liked the floral design.,They liked the product design.,N,design,FALSE,Polysemy,floral,product,M1_a_M2_a,2.888888889,3,0.111111111,9,0.78173596,0.260578653,M1_a,M2_a,-0.631578947,1.5709348354753403
design,They liked the floral design.,They liked the architectural design.,N,design,FALSE,Polysemy,floral,architectural,M1_a_M2_b,3.75,4,0.25,16,0.577350269,0.144337567,M1_a,M2_b,0.304347826,1.22232203
design,They liked the geometric design.,They liked the product design.,N,design,FALSE,Polysemy,geometric,product,M1_b_M2_a,3.454545455,4,0.545454545,11,0.934198733,0.281671516,M1_b,M2_a,0.307692308,1.493575988
design,They liked the geometric design.,They liked the architectural design.,N,design,FALSE,Polysemy,geometric,architectural,M1_b_M2_b,3.538461538,4,0.461538462,13,0.7762500259999999,0.215293021,M1_b,M2_b,0.304347826,1.4281196349394598
design,They liked the floral design.,They liked the geometric design.,N,design,TRUE,Polysemy,floral,geometric,M1_a_M1_b,3.9,4,0.1,20,0.307793506,0.06882472,M1_a,M1_b,,
design,They liked the product design.,They liked the architectural design.,N,design,TRUE,Polysemy,product,architectural,M2_a_M2_b,3.5,4,0.5,8,0.9258201,0.327326835,M2_a,M2_b,,
dinner,They liked the turkey dinner.,They liked the formal dinner.,N,dinner,FALSE,Polysemy,turkey,formal,M1_a_M2_a,3.75,4,0.25,12,0.6215815610000001,0.179435141,M1_a,M2_a,0.3125,1.25
dinner,They liked the turkey dinner.,They liked the anniversary dinner.,N,dinner,FALSE,Polysemy,turkey,anniversary,M1_a_M2_b,3.733333333,4,0.2666666669999999,15,0.59361684,0.153271209,M1_a,M2_b,0.045454545,1.617678311
dinner,They liked the light dinner.,They liked the formal dinner.,N,dinner,FALSE,Polysemy,light,formal,M1_b_M2_a,3.454545455,4,0.545454545,11,1.0357254809999998,0.312282982,M1_b,M2_a,-0.090909091,1.376990885
dinner,They liked the light dinner.,They liked the anniversary dinner.,N,dinner,FALSE,Polysemy,light,anniversary,M1_b_M2_b,3.846153846,4,0.153846154,13,0.554700196,0.153846154,M1_b,M2_b,0,1.571810496
dinner,They liked the turkey dinner.,They liked the light dinner.,N,dinner,TRUE,Polysemy,turkey,light,M1_a_M1_b,3.846153846,4,0.153846154,13,0.3755338079999999,0.104154339,M1_a,M1_b,,
dinner,They liked the formal dinner.,They liked the anniversary dinner.,N,dinner,TRUE,Polysemy,formal,anniversary,M2_a_M2_b,3.923076923,4,0.076923077,13,0.277350098,0.076923077,M2_a,M2_b,,
drain,They drained the account.,They drained the pool.,V,drained,FALSE,Polysemy,account,pool,M1_a_M2_a,1.615384615,1,0.615384615,13,1.32529629,0.367571056,M1_a,M2_a,0.85,1.4244112357114598
drain,They drained the account.,They drained the pond.,V,drained,FALSE,Polysemy,account,pond,M1_a_M2_b,2.333333333,2,0.333333333,12,1.07308674,0.309773459,M1_a,M2_b,0.826086957,1.302172098
drain,They drained the budget.,They drained the pool.,V,drained,FALSE,Polysemy,budget,pool,M1_b_M2_a,1.7,2,0.3,10,1.059349905,0.334995854,M1_b,M2_a,1.533333333,0.8338093878327919
drain,They drained the budget.,They drained the pond.,V,drained,FALSE,Polysemy,budget,pond,M1_b_M2_b,1.9375,2,0.0625,16,1.181453907,0.295363477,M1_b,M2_b,1.05,0.998683344
drain,They drained the account.,They drained the budget.,V,drained,TRUE,Polysemy,account,budget,M1_a_M1_b,3.8,4,0.2,10,0.421637021,0.133333333,M1_a,M1_b,,
drain,They drained the pool.,They drained the pond.,V,drained,TRUE,Polysemy,pool,pond,M2_a_M2_b,3.75,4,0.25,16,0.577350269,0.144337567,M2_a,M2_b,,
draw,He drew a gun.,He drew a tree.,V,drew,FALSE,Polysemy,gun,tree,M1_a_M2_a,0.363636364,0,0.363636364,11,1.206045378,0.363636364,M1_a,M2_a,0.8636363636363641,1.245772071
draw,He drew a gun.,They drew a picture.,V,drew,FALSE,Polysemy,gun,picture,M1_a_M2_b,0.461538462,0,0.461538462,13,0.967417922,0.268313456,M1_a,M2_b,1.642857143,0.497245158
draw,He drew a sword.,He drew a tree.,V,drew,FALSE,Polysemy,sword,tree,M1_b_M2_a,0.6,0,0.6,10,1.264911064,0.4,M1_b,M2_a,0.8148148148148149,1.520046483
draw,He drew a sword.,They drew a picture.,V,drew,FALSE,Polysemy,sword,picture,M1_b_M2_b,0.473684211,0,0.473684211,19,1.020262551,0.2340642819999999,M1_b,M2_b,1.466666667,0.8338093878327919
draw,He drew a gun.,He drew a sword.,V,drew,TRUE,Polysemy,gun,sword,M1_a_M1_b,3.0625,3.5,0.4375,16,1.340087062,0.335021765,M1_a,M1_b,,
draw,He drew a tree.,They drew a picture.,V,drew,TRUE,Polysemy,tree,picture,M2_a_M2_b,4,4,0,8,0,0,M2_a,M2_b,,
dream,He had a recurring dream.,He had a childhood dream.,N,dream,FALSE,Polysemy,recurring,childhood,M1_a_M2_a,2.5,2.5,0,12,1.566698904,0.452267017,M1_a,M2_a,-0.076923077,1.4411533842457802
dream,He had a recurring dream.,He had a career dream.,N,dream,FALSE,Polysemy,recurring,career,M1_a_M2_b,1.764705882,2,0.235294118,17,1.251469724,0.3035259919999999,M1_a,M2_b,-1.111111111,1.078609611
dream,He had a bad dream.,He had a childhood dream.,N,dream,FALSE,Polysemy,bad,childhood,M1_b_M2_a,1.888888889,2,0.111111111,9,1.054092553,0.3513641839999999,M1_b,M2_a,-0.695652174,1.4281196349394598
dream,He had a bad dream.,He had a career dream.,N,dream,FALSE,Polysemy,bad,career,M1_b_M2_b,1.777777778,2,0.222222222,9,0.666666667,0.222222222,M1_b,M2_b,-1.291666667,0.999093792
dream,He had a recurring dream.,He had a bad dream.,N,dream,TRUE,Polysemy,recurring,bad,M1_a_M1_b,4,4,0,11,0,0,M1_a,M1_b,,
dream,He had a childhood dream.,He had a career dream.,N,dream,TRUE,Polysemy,childhood,career,M2_a_M2_b,3.421052632,4,0.578947368,19,0.692482609,0.158866406,M2_a,M2_b,,
drill,It was a grueling drill.,It was an electric drill.,N,drill,FALSE,Homonymy,grueling,electric,M1_a_M2_a,0.4,0,0.4,10,0.6992058990000001,0.221108319,M1_a,M2_a,0.681818182,1.35879371
drill,It was a grueling drill.,It was a battery-powered drill.,N,drill,FALSE,Homonymy,grueling,battery-powered,M1_a_M2_b,0.636363636,0,0.636363636,11,0.809039835,0.243934688,M1_a,M2_b,0.8636363636363641,1.245772071
drill,It was a challenging drill.,It was an electric drill.,N,drill,FALSE,Homonymy,challenging,electric,M1_b_M2_a,0.230769231,0,0.230769231,13,0.43852901,0.121626064,M1_b,M2_a,0,1.4907119849998602
drill,It was a challenging drill.,It was a battery-powered drill.,N,drill,FALSE,Homonymy,challenging,battery-powered,M1_b_M2_b,0.153846154,0,0.153846154,13,0.3755338079999999,0.104154339,M1_b,M2_b,1,1.133893419
drill,It was a grueling drill.,It was a challenging drill.,N,drill,TRUE,Homonymy,grueling,challenging,M1_a_M1_b,2.888888889,3.5,0.611111111,18,1.278274981,0.301292303,M1_a,M1_b,,
drill,It was an electric drill.,It was a battery-powered drill.,N,drill,TRUE,Homonymy,electric,battery-powered,M2_a_M2_b,4,4,0,12,0,0,M2_a,M2_b,,
examination,It was a multiple-choice examination.,It was a prostate examination.,N,examination,FALSE,Polysemy,multiple-choice,prostate,M1_a_M2_a,2,2,0,13,1.224744871,0.33968311,M1_a,M2_a,-1,1.4142135623731005
examination,It was a multiple-choice examination.,It was a physical examination.,N,examination,FALSE,Polysemy,multiple-choice,physical,M1_a_M2_b,3.125,3.5,0.375,8,0.991031209,0.3503824439999999,M1_a,M2_b,-0.461538462,1.420725708
examination,It was a difficult examination.,It was a prostate examination.,N,examination,FALSE,Polysemy,difficult,prostate,M1_b_M2_a,1.764705882,2,0.235294118,17,1.251469724,0.3035259919999999,M1_b,M2_a,-0.25,1.5517392618742702
examination,It was a difficult examination.,It was a physical examination.,N,examination,FALSE,Polysemy,difficult,physical,M1_b_M2_b,2.625,2.5,0.125,8,1.302470181,0.460492749,M1_b,M2_b,0.052631579,1.649029486
examination,It was a multiple-choice examination.,It was a difficult examination.,N,examination,TRUE,Polysemy,multiple-choice,difficult,M1_a_M1_b,3.526315789,4,0.473684211,19,0.841191024,0.192982456,M1_a,M1_b,,
examination,It was a prostate examination.,It was a physical examination.,N,examination,TRUE,Polysemy,prostate,physical,M2_a_M2_b,4,4,0,12,0,0,M2_a,M2_b,,
fan,They had an electric fan.,They had a zealous fan.,N,fan,FALSE,Homonymy,electric,zealous,M1_a_M2_a,0.2666666669999999,0,0.2666666669999999,15,0.59361684,0.153271209,M1_a,M2_a,-1.117647059,1.268973647
fan,They had an electric fan.,They had an enthusiastic fan.,N,fan,FALSE,Homonymy,electric,enthusiastic,M1_a_M2_b,0,0,0,12,0,0,M1_a,M2_b,-0.722222222,1.017815166
fan,They had a ceiling fan.,They had a zealous fan.,N,fan,FALSE,Homonymy,ceiling,zealous,M1_b_M2_a,0.2,0,0.2,15,0.560611911,0.144749373,M1_b,M2_a,-0.875,1.5
fan,They had a ceiling fan.,They had an enthusiastic fan.,N,fan,FALSE,Homonymy,ceiling,enthusiastic,M1_b_M2_b,0.071428571,0,0.071428571,14,0.267261242,0.071428571,M1_b,M2_b,0.2592592592592589,1.375404628
fan,They had an electric fan.,They had a ceiling fan.,N,fan,TRUE,Homonymy,electric,ceiling,M1_a_M1_b,3.9,4,0.1,10,0.316227766,0.1,M1_a,M1_b,,
